name_cn,name_en
"莫利塞大学","University of Molise"
"蒙大拿大学","University of Montana"
"黑山大学","University of Montenegro"
"迈索尔大学","University of Mysore"
"维也纳农业大学","University of Natural Resources and Life Sciences, Vienna"
"内布拉斯加大学医学中心","University of Nebraska Medical Center"
"纳沙泰尔大学","University of Neuchatel"
"内华达大学-拉斯维加斯","University of Nevada - Las Vegas"
"新奥尔良大学","University of New Orleans"
"纽卡斯尔大学","University of Newcastle"
"尼斯-索菲亚综合理工学院","University of Nice Sophia Antipolis"
"尼科西亚大学","University of Nicosia"
"尼日利亚大学","University of Nigeria"
"尼什大学","University of Nis"
"北卡罗来纳大学威尔明顿分校","University of North Carolina Wilmington"
"北达科他大学","University of North Dakota"
"北佛罗里达大学","University of North Florida"
"北不列颠哥伦比亚大学（UNBC）","University of Northern British Columbia (UNBC)"
"日本职业与环境卫生大学","University of Occupational & Environmental Health - Japan"
"俄克拉荷马大学健康科学中心","University of Oklahoma Health Sciences Center"
"奥尔登堡大学","University of Oldenburg"
"安大略大学技术学院","University of Ontario Institute Technology"
"奥兰大学","University of Oran 1"
"奥尔良大学","University of Orleans"
"奥斯纳布吕克大学","University of Osnabrueck"
"帕德博恩大学","University of Paderborn"
"巴勒莫大学","University of Palermo"
"万神殿索邦大学-巴黎第一","University of Pantheon Sorbonne - Paris I"
"巴黎第五大学","University of Paris Descartes (Paris 5)"
"巴黎北大学-巴黎十三世","University of Paris Nord - Paris XIII"
"巴黎埃斯特·克雷泰伊大学","University of Paris-Est Creteil"
"巴黎第十一大学","University of Paris-Sud (Paris 11)"
"帕绍大学","University of Passau"
"帕索丰多大学 (UPF)","University of Passo Fundo (UPF)"
"波城大学","University of Pau & Pays Adour"
"帕维亚大学","University of Pavia"
"帕沃尔约瑟夫瑟法里大学","University of Pavol Jozef Safarik Kosice"
"伯南布哥大学","University of Pernambuco"
"皮卡第-朱尔斯-凡尔纳大学","University of Picardie-Jules-Verne"
"波多黎各大学-马亚圭斯","University of Puerto Rico--Mayaguez"
"波多黎各大学-医学院","University of Puerto Rico--Medical Sciences Campus"
"魁北克大学蒙特利尔分校","University of Quebec Montreal"
"兰斯大学香槟阿丁","University of Reims Champagne-Ardenne"
"罗汉普顿大学","University of Roehampton"
"罗马第二大学","University of Roma - Tor Vergata"
"罗马第三大学","University of Rome III"
"鲁昂大学","University of Rouen"
"热舒夫大学","University of Rzeszow"
"萨勒诺大学","University of Salerno"
"萨尔茨堡大学","University of Salzburg"
"圣尼奥大学","University of Sannio"
"萨戈达大学","University of Sargodha"
"萨萨里大学","University of Sassari"
"萨瓦大学","University of Savoie"
"奥兰·穆罕默德·布迪阿夫科技大学","University of Science and Technology of Oran Mohamed-Boudiaf"
"科学技术大学瓦里布美丁","University of Sciences and Technology Houari Boumediene"
"上海理工大学","University of Shanghai for Science"
"静冈县立大学","University of Shizuoka"
"西里西亚大学","University of Silesia"
"锡斯坦－俾路支斯坦大学","University of Sistan and Baluchestan"
"社会福利与康复科学大学","University of Social Welfare and Rehabilitation Sciences"
"苏斯大学","University of Sousse"
"南澳大利亚大学","University of South Australia"
"华南大学","University of South China"
"南达科他大学","University of South Dakota"
"南威尔士大学","University of South Wales"
"东南挪威大学","University of South-Eastern Norway"
"南密西西比大学","University of Southern Mississippi"
"圣加仑大学","University of St Gallen"
"圣托马斯大学","University of St. Thomas"
"贡比涅理工大学","University of Technology of Compiegne"
"特鲁瓦工业大学","University of Technology of Troyes"
"伊拉克科技大学","University of Technology, Iraq"
"田纳西大学健康科学中心","University of Tennessee Health Science Center"
"德克萨斯大学医学分校-加尔维斯顿","University of Texas Medical Branch--Galveston"
"德克萨斯大学里奥格兰德河谷分校","University of Texas Rio Grande Valley"
"德克萨斯大学西南医学中心","University of Texas Southwestern Medical Center--Dallas"
"爱琴海大学","University of the Aegean"
"委内瑞拉安第斯大学","University of the Andes, Venezuela"
"巴利阿里群岛大学","University of the Balearic Islands"
"巴斯克大学","University of the Basque Country"
"菲律宾大学Diliman","University of the Philippines Diliman"
"共和国大学-乌拉圭","University of the Republic - Uruguay"
"琉球大学","University of the Ryukyus"
"锡诺斯谷大学","University of the Sinos Valley"
"南太平洋大学","University of the South Pacific"
"阳光海岸大学","University of the Sunshine Coast"
"苏格兰西部大学","University of the West of Scotland"
"阿瓦兹大学","Shahid Chamran University of Ahvaz"
"阿卜杜勒·瓦利汗大学·马尔丹","Abdul Wali Khan University Mardan"
"Y.A.院士布克托夫卡拉干达大学","Academician Y.A. Buketov Karaganda University"
"阿查里雅龙树大学","Acharya Nagarjuna University"
"阿迪亚曼大学","Adiyaman University"
"AGH科技大学","AGH University of Science & Technology"
"雅典农业大学","Agricultural University of Athens"
"雷恩国立农学及食品研究高等教育学院","Agrocampus Ouest"
"农业巴黎科技","AgroParisTech"
"阿瓦兹容迪沙普尔医科大学","Ahvaz Jundishapur University of Medical Sciences (AJUMS)"
"爱知医科大学","Aichi Medical University"
"空军军医大学","Air Force Medical University"
"阿卡威恩大学伊夫兰大学","Al Akhawayn University Ifrane"
"阿拉加帕大学","Alagappa University"
"奥尔巴尼医学院","Albany Medical College"
"阿尔伯特爱因斯坦医学院","Albert Einstein College of Medicine"
"全印度医学科学研究所","All India Institute of Medical Sciences"
"东皮埃蒙特","Amedeo Avogadro University of Eastern Piedmont"
"安格利亚鲁斯金大学","Anglia Ruskin University"
"安徽农业大学","Anhui Agricultural University"
"安徽医科大学","Anhui Medical University"
"安徽师范大学","Anhui Normal University"
"安徽工业大学","Anhui University of Technology"
"安纳玛莱大学","Annamalai University"
"阿巴拉契亚州立大学","Appalachian State University"
"阿拉伯海湾大学","Arabian Gulf University"
"陆军医科大学","Army Medical University"
"埃米尔艺术技术学院","Arts et Métiers"
"雅典医学院","Athens Medical School"
"南哈萨克斯坦大学","Auezov South Kazakhstan University (SKU)"
"莱昂自治大学","Autonomous University of Nuevo León"
"锡那罗亚自治大学","Autonomous University of Sinaloa"
"墨西哥州自治大学","Autonomous University of the State of Mexico"
"阿维尼翁大学","Avignon Université"
"阿扎拜疆·沙希德·马达尼大学","Azarbaijan Shahid Madani University"
"巴博尔科技大学","Babol Noshirvani University of Technology"
"巴吉莫赫塔尔大学——安纳巴","Badji Mokhtar University – Annaba"
"巴赫塞希尔大学","Bahçeşehir University"
"球州立大学","Ball State University"
"巴纳斯塔利大学","Banasthali University"
"孟加拉国农业大学 (BAU)","Bangladesh Agricultural University (BAU)"
"巴奇亚拉医科大学（BMSU）","Baqiyatallah University of Medical Sciences (BMSU)"
"巴什基尔州立大学","Bashkir State University"
"贝勒医学院","Baylor College of Medicine"
"北京林业大学","Beijing Forestry University"
"别尔哥罗德州立国立研究大学","Belgorod State National Research University"
"贝兹米勒瓦基夫大学","Bezmiâlem Vakif University"
"巴拉蒂亚大学","Bharathiar University"
"巴拉地达山大学","Bharathidasan University"
"博伊西州立大学","Boise State University"
"博卢阿邦特·伊士德·贝萨尔大学","Bolu Abant Izzet Baysal University"
"鲍灵格林州立大学","Bowling Green State University"
"勃兰登堡理工大学科特布斯","Brandenburg University of Technology Cottbus"
"不伦瑞克工业大学","Braunschweig University of Technology"
"布莱顿和苏塞克斯医学院","Brighton and Sussex Medical School"
"布阿里新浪大学","Bu Ali Sina University"
"布加勒斯特经济研究大学","Bucharest University of Economic Studies"
"布拉法大学","Burapha University"
"布尔萨乌鲁达大学","Bursa Uludağ University"
"加州州立大学弗雷斯诺分校","California State University--Fresno"
"加州州立大学富尔顿分校","California State University--Fullerton"
"加州州立大学-长滩","California State University--Long Beach"
"加州州立大学诺斯里奇分校","California State University--Northridge"
"詹卡亚大学","Cankaya University"
"首都医科大学","Capital Medical University"
"首都师范大学","Capital Normal University"
"加的夫都市大学","Cardiff Metropolitan University"
"卡尔·冯·奥斯西茨基大学","Carl von Ossietzky Universitat Oldenburg"
"卡洛斯三世马德里大学","Carlos III University of Madrid"
"布加勒斯特卡罗尔达维拉医药大学","Carol Davila University of Medicine & Pharmacy"
"大邱天主教大学","Catholic University of Daegu"
"鲁汶大学（法语）","Catholic University of Louvain"
"天主教圣心大学","Catholic University of Sacred Heart"
"科尔多瓦天主教堂","Católica de Córdoba"
"塞阿拉州立大学","Ceará State University"
"华中师范大学","Central China Normal University"
"中央财经大学","Central University of Finance and Economics"
"里尔中央大学","Centrale Lille"
"南特中央理工学院","Centrale Nantes"
"中央理工-高等电力学院","CentraleSupelec"
"卢瓦尔河谷中心（ComUE）","Centre-Val de Loire (ComUE)"
"中欧大学","CEU Universities"
"长庚科技大学","Chang Gung University of Science and Technology"
"长安大学","Chang'an University"
"长沙科技大学","Changsha University of Science & Technology"
"常州大学","Changzhou University"
"查普曼大学","Chapman University"
"夏绿特-柏林医学部","Charité - Universitätsmedizin Berlin"
"开姆尼茨理工大学","Technische Universitat Chemnitz"
"成都大学","Chengdu University"
"千叶工业大学","Chiba Institute of Technology"
"中国吉良大学","China Jiliang University"
"中国医科大学","China Medical University"
"中国医药大学","China Medical University (Taichung)"
"中国药科大学","China Pharmaceutical University"
"中国三峡大学","China Three Gorges University"
"中国地质大学（北京）","China University of Geosciences (Beijing)"
"中国矿业大学（北京）","China University of Mining and Technology (Beijing)"
"中国石油大学（北京）","China University of Petroleum (Beijing)"
"重庆医科大学","Chongqing Medical University"
"重庆邮电大学","Chongqing University of Posts & Telecommunications"
"基督教医学院和医院（CMCH）韦洛尔","Christian Medical College & Hospital (CMCH) Vellore"
"中安大学","Chung Ang University"
"中山医科大学","Chung Shan Medical University"
"伦敦大学城市学院","City University London"
"纽约城市大学-巴鲁学院","City University New York - Baruch College"
"科钦科技大学","Cochin University of Science and Technology"
"法兰西学院","College de France"
"查尔斯顿学院","College of Charleston"
"阿基坦大学","Communaute d'Universites et Etablissements d'Aquitaine (ComUE)"
"国家工艺美术学院（CNAM）","Conservatoire National des Arts et Métiers (CNAM)"
"哥本哈根商学院","Copenhagen Business School"
"布达佩斯科维努斯大学","Corvinus University of Budapest"
"圣约大学","Covenant University"
"克雷顿大学","Creighton University"
"纽约城市大学研究生院和大学中心","CUNY Graduate School and University Center"
"纽约城市大学亨特学院","CUNY Hunter College"
"CUNY--研究生中心","CUNY--Graduate Center"
"纽约市立大学亨特学院","CUNY--Hunter College"
"科廷科技大学","Curtin University of Technology"
"大连海事大学","Dalian Maritime University"
"大连医科大学","Dalian Medical University"
"德里科技大学","Delhi Technological University"
"色雷斯德cri克利特大学","Democritus University of Thrace"
"迭戈波塔莱斯大学","Diego Portales University"
"独协医科大学","Dokkyo Medical University"
"唐州立技术大学","Don State Technical University"
"多特蒙德工业大学","Technical University of Dortmund"
"B.R. 博士Ambedkar 国立技术学院贾朗达尔","Dr B.R. Ambedkar National Institute of Technology Jalandhar"
"杜克-新加坡国立大学医学院","Duke-NUS Medical School"
"杜姆皮纳尔大学","Dumlupinar University"
"加拉蒂乔斯大学的 Dunarea","Dunarea de Jos University of Galati"
"杜肯大学","Duquesne University"
"德班工业大学","Durban University of Technology"
"东卡罗来纳大学","East Carolina University"
"东田纳西州立大学","East Tennessee State University"
"东地中海大学","Eastern Mediterranean University"
"东弗吉尼亚医学院","Eastern Virginia Medical School"
"里昂中央理工学院","Central School of Lyon"
"巴黎高等技术学校-加拿大","Ecole de Technologie Superieure - Canada"
"法国社会科学高等专科学校（EHESS）","École des Hautes Études en Sciences Sociales (EHESS)"
"国立圣艾蒂安高等矿业学校","École des Mines de Saint-Étienne"
"巴黎高科桥梁学院","Ecole des Ponts ParisTech"
"蒙彼利埃国立化学学院","Ecole nationale superieure de chimie de Montpellier"
"法国巴黎高等国立高等学校","Ecole Nationale Superieure de Chimie de Paris"
"卡尚高等师范学校","Ecole Normale Super Cachan"
"巴黎高等师范学校","Ecole Normale Superieure - Paris"
"巴黎综合理工学院","Ecole Polytechnique"
"巴黎高等练习学校","Ecole Pratique des Hautes Etudes"
"巴黎市工业物理与化学高级学院","Ecole Superieure de Physique et de Chimie Industrielles de la Ville de Paris"
"边山大学","Edge Hill University"
"来自里昂的ENS","ENS De Lyon"
"巴黎萨克雷高师","ENS Paris-Saclay"
"格赖夫斯瓦尔德大学恩斯特·莫里茨·阿恩特大学","Ernst Moritz Arndt Universitat Greifswald"
"埃斯基谢希尔·奥斯曼加齐大学","Eskisehir Osmangazi University"
"巴黎工业物理化学学校","ESPCI ParisTech"
"欧洲大学学院","European University Institute"
"马德里欧洲大学","European University of Madrid"
"伯南布哥联邦农村大学","Federal Rural University of Pernambuco"
"半干旱地区联邦农村大学","Federal Rural University of the Semi-Arid Region"
"ABC联邦大学（UFABC）","Federal University of ABC (UFABC)"
"阿拉戈斯联邦大学","Federal University of Alagoas"
"圣埃斯皮里图联邦大学","Federal University of Espírito Santo"
"戈亚斯联邦大学","Federal University of Goiás"
"阿雷格里港联邦健康科学大学 (UFCSPA)","Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA)"
"Itajubá联邦大学","Federal University of Itajubá"
"Juiz de Fora联邦大学（UFJF）","Federal University of Juiz de Fora (UFJF)"
"拉夫拉斯联邦大学","Federal University of Lavras"
"马拉尼昂联邦大学 (UFMA)","Universidade Federal do Maranhão (UFMA)"
"南马托格罗索联邦大学","Federal University of Mato Grosso do Sul"
"欧鲁普雷图联邦大学","Federal University of Ouro Preto"
"帕拉联邦大学","Federal University of Pará"
"巴拉那巴联邦大学（UFPB）","Federal University of Paraí­ba (UFPB)"
"佩勒塔斯联邦大学","Federal University of Pelotas"
"皮奥伊联邦大学","Federal University of Piauí"
"塞尔希佩联邦大学","Universidade Federal de Sergipe"
"联邦理工大学–巴拉那州","Federal University of Technology – Paraná"
"托坎廷斯联邦大学","Federal University of Tocantins"
"图卢兹联邦大学南部 - 比利牛斯大学","Federal University of Toulouse Midi-Pyrénées"
"Jequitinhonha 和穆库里山谷联邦大学","Federal University of Vales do Jequitinhonha e Mucuri"
"费哈特阿巴斯塞提夫大学1","Ferhat Abbas Sétif University 1"
"佛罗里达农业机械大学","Florida Agricultural and Mechanical University"
"佛罗里达理工学院","Florida Institute of Technology"
"第四军医大学","Fourth Military Medical University"
"博尔扎诺自由大学","Free University of Bozen-Bolzano"
"弗里德里希·席勒-耶拿大学","Friedrich Schiller University Jena"
"福建农林大学","Fujian Agriculture and Forestry University"
"福建医科大学","Fujian Medical University"
"福建师范大学","Fujian Normal University"
"藤田保健大学","Fujita Health University"
"福冈大学","Fukuoka University"
"福岛医科大学","Fukushima Medical University"
"基耶地-佩斯卡拉大学","G d'Annunzio University of Chieti-Pescara"
"加布里埃尔·德·安农齐奥大学","Gabriele d‘Annunzio University"
"加查马达大学","Gadjah Mada University"
"加济安泰普大学","Gaziantep University"
"加齐奥斯曼帕萨大学","Gaziosmanpasa University"
"乔治亚南方大学","Georgia Southern University"
"罗马尼亚雅西技术大学","GH Asachi Technical University"
"雅西 Gheorghe Asachi 技术大学","Gheorghe Asachi Technical University of Iaşi"
"拉合尔政府学院大学","Government College University Lahore"
"政府学院女子大学费萨拉巴德","Government College Women University Faisalabad"
"大谷州立大学","Grand Valley State University"
"格赖夫斯瓦尔德医学院","Greifswald Medical School"
"格勒诺布尔技术学院","Grenoble Institute of Technology"
"雅西格里戈雷.T.波帕医药大学","Grigore T Popa University of Medicine & Pharmacy"
"广东医科大学","Guangdong Medical University"
"广东工业大学","Guangdong University of Technology"
"广西师范大学","Guangxi Normal University"
"广西大学","Guangxi University"
"广州医科大学","Guangzhou Medical University"
"广州大学","Guangzhou University"
"广州中医药大学","Guangzhou University of Chinese Medicine"
"古布金俄罗斯国立石油天然气大学","Gubkin Russian State University of Oil and Gas"
"桂林电子科技大学","Guilin University of Electronic Technology"
"贵州大学","Guizhou University"
"贾姆比什瓦尔科技大学","Guru Jambheshwar University of Science and Technology"
"纳纳克发展大学","Guru Nanak Dev University"
"庆尚国立大学","Gyeongsang National University"
"哈基姆·萨布泽瓦里大学","Hakim Sabzevari University"
"滨松大学医学院","Hamamatsu University School of Medicine"
"汉堡理工大学","Hamburg University of Technology"
"杭州电子科技大学","Hangzhou Dianzi University"
"杭州师范大学","Hangzhou Normal University"
"韩国大学外国语系","Hankuk University Foreign Studies"
"汉诺威医学院","Hannover Medical School"
"哈尔滨医科大学","Harbin Medical University"
"哈科皮奥大学","Harokopio University"
"哈弗福德学院","Haverford College"
"哈扎拉大学曼塞拉","Hazara University Mansehra"
"河北医科大学","Hebei Medical University"
"河北工业大学","Hebei University of Technology"
"合肥工业大学","Hefei University of Technology"
"黑龙江大学","Heilongjiang University"
"希腊开放大学","Hellenic Open University"
"河南师范大学","Henan Normal University"
"河南理工大学","Henan Polytechnic University"
"河南工业大学","Henan University of Technology"
"高等经济学院","Higher School of Economics"
"弘前大学","Hirosaki University"
"香港教育学院","Hong Kong Institute of Education"
"湖北工业大学","Hubei University of Technology"
"仁爱大学","Humanitas University"
"湖南农业大学","Hunan Agricultural University"
"湖南师范大学","Hunan Normal University"
"湖南科技大学","Hunan University of Science & Technology"
"兵库医学院","Hyogo College of Medicine"
"西奈山伊坎医学院","Icahn School of Medicine at Mount Sinai"
"以色列跨学科研究中心","IDC Herzliya"
"伊利诺伊州立大学","Illinois State University"
"伊尔默瑙工业大学","Technische Universitat Ilmenau"
"伊玛目霍梅尼国际大学","Imam Khomeini International University"
"巴黎高科学院","IMT Atlantique"
"仁川国立大学","Incheon National University"
"印度科学教育与研究所-加尔各答","Indian Institute of Science Education & Research (IISER) - Kolkata"
"印度科学教育与研究所-浦那","Indian Institute of Science Education & Research (IISER) - Pune"
"印度科学教育研究院博帕尔","Indian Institute of Science Education and Research Bhopal"
"印度理工学院（印度矿业学院）丹巴德","Indian Institute of Technology (Indian School of Mines) Dhanbad"
"印度理工学院甘地纳加尔","Indian Institute of Technology Gandhinagar"
"印度理工学院曼迪","Indian Institute of Technology Mandi"
"印度理工学院巴特那","Indian Institute of Technology Patna"
"印度理工学院Ropar","Indian Institute of Technology Ropar"
"印度科学与教育研究所","Indian Institutes of Science Education and Research (IISERs)"
"印度统计研究所加尔各答","Indian Statistical Institute Kolkata"
"印第安纳州立大学","Indiana State University"
"德里Indraprastha信息技术研究所","Indraprastha Institute of Information Technology Delhi"
"桑坦德工业大学（UIS）","Industrial University of Santander (UIS)"
"内蒙古大学","Inner Mongolia University"
"国立里昂应用科学学院","INSA Lyon"
"INSA 图卢兹","INSA Toulouse"
"图卢兹国家科学研究院","Institut National des Sciences Appliquées de Toulouse"
"图卢兹国家职业技术学院","Institut National Polytechnique de Toulouse"
"IUSS高等学院","Institute for Advanced Study of Pavia (IUSS)"
"化学技术研究所","Institute of Chemical Technology"
"南里奥格兰德州联邦研究所（IFRS）","Instituto Federal do Rio Grande do Sul (IFRS)"
"布宜诺斯艾利斯技术大学","Instituto Tecnológico de Buenos Aires (ITBA)"
"海得拉巴国际信息技术学院","International Institute of Information Technology, Hyderabad"
"国际高等研究学院","International School for Advanced Studies"
"伊朗医科大学","Iran University of Medical Sciences"
"伊尔库茨克国立大学","Irkutsk State University"
"里斯本大学学院","ISCTE-University Institute of Lisbon"
"伊斯法罕医科大学","Isfahan University Medical Science"
"伊斯兰阿扎德大学纳杰法巴德分校 (IAUN)","Islamic Azad University, Najafabad Branch (IAUN)"
"伊斯坦布尔梅德尼特大学","Istanbul Medeniyet University"
"伊斯坦布尔梅迪波尔大学","Istanbul Medipol University"
"伊斯坦布尔大学-特拉布宗","Istanbul University - Cerrahpasa"
"Iuliu Hatieganu医药大学","Iuliu Hatieganu University of Medicine & Pharmacy"
"伊万诺沃国立化学技术大学","Ivanovo State University of Chemistry and Technology"
"詹姆斯·麦迪逊大学","James Madison University"
"扬·埃文格里斯塔·普尔基涅大学","Jan Evangelista Purkyně University"
"日本科学技术高等研究院（JAIST）","Japan Advanced Institute of Science & Technology (JAIST)"
"贾瓦哈拉尔·尼赫鲁科技大学阿南塔普（JNTUA）","Jawaharlal Nehru Technological University Anantapur (JNTUA)"
"江汉大学","Jianghan University"
"江苏师范大学","Jiangsu Normal University"
"江苏大学","Jiangsu University"
"江苏科技大学","Jiangsu University of Science & Technology"
"江西师范大学","Jiangxi Normal University"
"智一医科大学","Jichi Medical University"
"JSS高等教育与研究学院","JSS Academy of Higher Education and Research"
"顺天堂大学","Juntendo University"
"K.N.托西理工大学","K. N. Toosi University of Technology"
"谢赫村大学","Kafrelsheikh University"
"Kalasalingam 研究与教育学院","Kalasalingam Academy of Research and Education"
"神奈川大学","Kanagawa University"
"金泽医科大学","Kanazawa Medical University"
"关西医科大学","Kansai Medical University"
"高雄医科大学","Kaohsiung Medical University"
"卡拉德尼兹技术大学","Karadeniz Technical University"
"卡拉干达国立技术大学","Karaganda State Technical University"
"卡罗林斯卡研究所","Karolinska Institute"
"喀山医科大学和健康服务大学","Kashan University of Medical Sciences and Health Services"
"启明大学","Keimyung University"
"克尔曼医科大学","Kerman University of Medical Sciences"
"克曼沙赫医科大学","Kermanshah University of Medical Sciences"
"克拉兹米大学","Kharazmi University"
"阿卜杜拉国王科技大学","King Abdullah University of Science & Technology"
"乔治国王医科大学","King George‘s Medical University"
"胡安卡洛斯国王大学","King Juan Carlos University"
"紹德阿卜杜拉國王健康大學","King Saud bin Abdulaziz University for Health Sciences"
"科贾埃利大学","Kocaeli University"
"高知工业大学","Kochi University of Technology"
"小学院大学","Kogakuin University"
"韩国高等科学技术研究院","Korea Advanced Institute of Science and Technology"
"昆明科技大学","Kunming University of Science and Technology"
"库尔德斯坦医学院","Kurdistan University of Medical Sciences"
"广运大学","Kwangwoon University"
"关西学院大学","Kwansei Gakuin University"
"京都府立医科大学","Kyoto Prefectural University of Medicine"
"京都产业大学","Kyoto Sangyo University"
"农业研究所","L’institut Agro"
"拉各斯州立大学","Lagos State University"
"湖首大学","Lakehead University"
"朗格多克 - 鲁西永大学","Languedoc-Roussillon Universites (ComUE)"
"劳伦森大学","Laurentian University"
"吕讷堡大学","Leuphana University Luneburg"
"辽宁大学","Liaoning University"
"辽宁工业大学","Liaoning University of Technology"
"林奈大学","Linnaeus University"
"立陶宛健康科学大学","Lithuanian University of Health Sciences"
"利物浦热带医学院","Liverpool School of Tropical Medicine"
"洛巴切夫斯基大学","Lobachevsky University"
"洛马琳达大学","Loma Linda University"
"伦敦卫生与热带医学学院","London School of Hygiene & Tropical Medicine"
"隆德里纳州立大学","Universidade Estadual de Londrina"
"洛雷斯坦大学","Lorestan University"
"路易斯安那州立大学健康科学中心","Louisiana State University Health Sciences Center"
"路易斯安那理工大学","Louisiana Tech University"
"锡比乌卢西安布拉加大学","Lucian Blaga University of Sibiu"
"吕勒奥工业大学","Lulea University of Technology"
"穆罕默德·布加拉-布梅尔代斯大学","M’Hamed Bougara University of Boumerdès"
"麦肯齐长老会大学","Mackenzie Presbyterian University"
"泰国清莱皇太后大学","Mae Fah Luang University"
"大希腊卡坦扎罗大学","Magna Graecia University of Catanzaro"
"马达加拉加Sayajirao巴罗达大学","Maharaja Sayajirao University of Baroda"
"圣雄甘地大学","Mahatma Gandhi University"
"马尼帕尔大学","Manipal University"
"马尔凯理工大学","Marche Polytechnic University"
"玛丽亚·居里·斯科洛多夫斯卡大学","Maria Curie-Sklodowska University"
"马什哈德大学医学","Mashhad University Medical Science"
"马泰贝尔大学","Matej Bel University"
"马赞达兰医科大学","Mazandaran University of Medical Sciences"
"威斯康星医学院","Medical College of Wisconsin"
"格但斯克医科大学","Medical University Gdansk"
"罗兹医科大学","Medical University Lodz"
"比亚韦斯托克医科大学","Medical University of Bialystok"
"格拉茨医科大学","Medical University of Graz"
"因斯布鲁克医科大学","Medical University of Innsbruck"
"卢布林医科大学","Medical University of Lublin"
"西里西亚医科大学","Medical University of Silesia"
"南卡罗来纳医科大学","Medical University of South Carolina"
"维也纳医科大学","Medical University of Vienna"
"华沙医科大学","Medical University of Warsaw"
"索非亚医科大学","Medical University Sofia"
"米却肯大学伊达尔戈圣尼古拉斯大学","Michoacán University of San Nicolás of Hidalgo"
"埃尔切米格尔埃尔南德斯大学","Miguel Hernandez University of Elche"
"MINES ParisTech","MINES ParisTech"
"明池科技大学","Ming Chi University of Technology"
"明传大学","Ming Chuan University"
"MIREA-俄罗斯技术大学","MIREA - Russian Technological University"
"蒙大拿州立大学","Montana State University"
"蒙特克莱尔州立大学","Montclair State University"
"蒙彼利埃商学院","Montpellier Business School"
"蒙彼利埃SupAgro","Montpellier SupAgro"
"莫斯科航空学院","Moscow Aviation Institute"
"莫斯科城市大学","Moscow City University"
"莫斯科国立师范大学","Moscow Pedagogical State University"
"莫斯科电力工程学院","Moscow Power Engineering Institute"
"莫斯科国立大学","Moscow State University"
"莫斯科国立土木工程大学","Moscow State University of Civil Engineering"
"室兰工业大学","Muroran Institute of Technology"
"长冈工业大学","Nagaoka University of Technology"
"名古屋市立大学","Nagoya City University"
"南昌大学","Nanchang University"
"南京林业大学","Nanjing Forestry University"
"南京医科大学","Nanjing Medical University"
"南京工业大学","Nanjing Tech University"
"南京中医药大学","Nanjing University of Chinese Medicine"
"南京信息工程大学","Nanjing University of Information Science & Technology"
"南京邮电大学","Nanjing University of Posts & Telecommunications"
"奈良科技大学","Nara Institute of Science"
"奈良医科大学","Nara Medical University"
"国立彰化教育大学","National Changhua University of Education"
"国立暨南大学","National Chi Nan University"
"国立交通大学","National Chiao Tung University"
"国立嘉义大学","National Chiayi University"
"国立宜兰大学","National Ilan University"
"里昂国家应用科学研究所","National Institute for Applied Sciences - Lyon"
"国立理工学院","National Institute of Technology Rourkela"
"美国国立技术学院","National Institute of Technology Silchar"
"国立高雄科技大学","National Kaohsiung University of Science & Technology"
"国家职业技术学院","National Polytechnic Institute"
"图卢兹国立综合理工学院","National Polytechnic Institute of Toulouse"
"国立电子技术研究大学（MIET）","National Research University of Electronic Technology (MIET)"
"国立联合大学","National United University"
"国立大学拉普拉塔","National University La Plata"
"国立Cuyo大学","National University of Cuyo"
"国防科技大学","National University of Defence Technology - China"
"爱尔兰国立大学戈尔韦分校","National University of Ireland Galway"
"国立高雄大学","National University of Kaohsiung"
"国立拉普拉塔大学","National University of La Plata"
"马德普拉塔国立大学","National University of Mar del Plata"
"国立圣马丁大学","National University of San Martín"
"国立滨海大学","National University of the Littoral"
"国立云林科技大学","National Yunlin University of Science and Technology"
"奈克梅廷埃尔巴坎大学","Necmettin Erbakan University"
"纳尔逊·曼德拉城市大学","Nelson Mandela Metropolitan University"
"新墨西哥州采矿与技术研究所","New Mexico Institute of Mining and Technology"
"新里斯本大学","New University of Lisbon"
"纽约医学院","New York Medical College"
"纽约大学（坦顿）","New York University (Tandon)"
"挪威经济学院","NHH - Norwegian School of Economics"
"日本医学院","Nippon Medical School"
"下诺夫哥罗德国立技术大学","Nizhny Novgorod State Technical University"
"基姆大学","NJSC KIMEP University"
"诺曼底大学","Normandie Universite"
"华北电力大学","North China Electric Power University"
"华北科技大学","North China University of Science & Technology"
"北达科他州立大学","North Dakota State University"
"东北农业大学","Northeast Agricultural University - China"
"东北林业大学-中国","Northeast Forestry University - China"
"东北师范大学","Northeast Normal University"
"东北联邦大学","North-Eastern Federal University"
"东北大学","Northeastern University"
"北伊利诺伊大学","Northern Illinois University"
"诺索夫马格尼托哥尔斯克国立技术大学","Nosov Magnitogorsk State Technical University"
"诺瓦东南大学","Nova Southeastern University"
"爱尔兰国立大学","NUI Galway"
"欧巴费米·阿沃罗沃大学","Obafemi Awolowo University"
"御茶之水大学","Ochanomizu University"
"冲绳科学技术大学院大学","Okinawa Institute of Science and Technology Graduate Universit"
"欧道明大学","Old Dominion University"
"第聂伯彼得罗夫斯克国立大学","Oles Honchar Dnipro National University"
"鄂木斯克国立技术大学","Omsk State Technical University"
"昂达库兹美伊斯大学","Ondokuz Mayis University"
"安大略理工大学","Ontario Tech University"
